"Statistic Label","Month","Airports in Ireland","Country","Direction","Flight Type","UNIT","VALUE"
"Passengers","2021M12","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2021M12","All main airports","United Arab Emirates","All directions","All flights","Thousand","23.2"
"Passengers","2021M12","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","9.9"
"Passengers","2021M12","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","All Countries","All directions","All flights","Thousand","1097.6"
"Passengers","2022M01","All main airports","Ireland (domestic)","All directions","All flights","Thousand","6.2"
"Passengers","2022M01","All main airports","Europe (2)","All directions","All flights","Thousand","985.2"
"Passengers","2022M01","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","611.1"
"Passengers","2022M01","All main airports","Austria","All directions","All flights","Thousand","11.4"
"Passengers","2022M01","All main airports","Belgium","All directions","All flights","Thousand","15.6"
"Passengers","2022M01","All main airports","Bulgaria","All directions","All flights","Thousand","7.3"
"Passengers","2022M01","All main airports","Croatia","All directions","All flights","Thousand","4.3"
"Passengers","2022M01","All main airports","Cyprus","All directions","All flights","Thousand","1"
"Passengers","2022M01","All main airports","Czech Republic","All directions","All flights","Thousand","6.2"
"Passengers","2022M01","All main airports","Denmark","All directions","All flights","Thousand","7.1"
"Passengers","2022M01","All main airports","Estonia","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Finland","All directions","All flights","Thousand","2"
"Passengers","2022M01","All main airports","France","All directions","All flights","Thousand","70"
"Passengers","2022M01","All main airports","Germany","All directions","All flights","Thousand","60"
"Passengers","2022M01","All main airports","Greece","All directions","All flights","Thousand","2.7"
"Passengers","2022M01","All main airports","Hungary","All directions","All flights","Thousand","12.5"
"Passengers","2022M01","All main airports","Italy","All directions","All flights","Thousand","46.4"
"Passengers","2022M01","All main airports","Latvia","All directions","All flights","Thousand","7.7"
"Passengers","2022M01","All main airports","Lithuania","All directions","All flights","Thousand","12.7"
"Passengers","2022M01","All main airports","Luxembourg","All directions","All flights","Thousand","3.1"
"Passengers","2022M01","All main airports","Malta","All directions","All flights","Thousand","3"
"Passengers","2022M01","All main airports","Netherlands","All directions","All flights","Thousand","53.1"
"Passengers","2022M01","All main airports","Poland","All directions","All flights","Thousand","57.8"
"Passengers","2022M01","All main airports","Portugal","All directions","All flights","Thousand","31.3"
"Passengers","2022M01","All main airports","Romania","All directions","All flights","Thousand","21.2"
"Passengers","2022M01","All main airports","Slovakia","All directions","All flights","Thousand","5.7"
"Passengers","2022M01","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Spain","All directions","All flights","Thousand","92.1"
"Passengers","2022M01","All main airports","Canary Islands","All directions","All flights","Thousand","73.1"
"Passengers","2022M01","All main airports","Sweden","All directions","All flights","Thousand","3.7"
"Passengers","2022M01","All main airports","United Kingdom (1)","All directions","All flights","Thousand","319"
"Passengers","2022M01","All main airports","England","All directions","All flights","Thousand","284.8"
"Passengers","2022M01","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Scotland","All directions","All flights","Thousand","32.3"
"Passengers","2022M01","All main airports","Wales","All directions","All flights","Thousand","1.8"
"Passengers","2022M01","All main airports","Other UK (1)","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Iceland","All directions","All flights","Thousand","2.7"
"Passengers","2022M01","All main airports","Norway","All directions","All flights","Thousand","2.1"
"Passengers","2022M01","All main airports","Russia","All directions","All flights","Thousand","1"
"Passengers","2022M01","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Switzerland","All directions","All flights","Thousand","19.3"
"Passengers","2022M01","All main airports","Turkey","All directions","All flights","Thousand","13.8"
"Passengers","2022M01","All main airports","Other Europe (25)","All directions","All flights","Thousand","10"
"Passengers","2022M01","All main airports","America (4)","All directions","All flights","Thousand","81.3"
"Passengers","2022M01","All main airports","Canada","All directions","All flights","Thousand","10.6"
"Passengers","2022M01","All main airports","United States","All directions","All flights","Thousand","70.7"
"Passengers","2022M01","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Africa (9)","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Morocco","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Asia (8)","All directions","All flights","Thousand","31.2"
"Passengers","2022M01","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2022M01","All main airports","United Arab Emirates","All directions","All flights","Thousand","21.2"
"Passengers","2022M01","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","10"
"Passengers","2022M01","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","All Countries","All directions","All flights","Thousand","1516.7"
"Passengers","2022M02","All main airports","Ireland (domestic)","All directions","All flights","Thousand","9.6"
"Passengers","2022M02","All main airports","Europe (2)","All directions","All flights","Thousand","1405.7"
"Passengers","2022M02","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","771.9"
"Passengers","2022M02","All main airports","Austria","All directions","All flights","Thousand","14.6"
"Passengers","2022M02","All main airports","Belgium","All directions","All flights","Thousand","23.3"
"Passengers","2022M02","All main airports","Bulgaria","All directions","All flights","Thousand","7.2"
"Passengers","2022M02","All main airports","Croatia","All directions","All flights","Thousand","5.3"
"Passengers","2022M02","All main airports","Cyprus","All directions","All flights","Thousand","0.9"
"Passengers","2022M02","All main airports","Czech Republic","All directions","All flights","Thousand","8.6"
"Passengers","2022M02","All main airports","Denmark","All directions","All flights","Thousand","13.4"
"Passengers","2022M02","All main airports","Estonia","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Finland","All directions","All flights","Thousand","2.1"
"Passengers","2022M02","All main airports","France","All directions","All flights","Thousand","100.9"
"Passengers","2022M02","All main airports","Germany","All directions","All flights","Thousand","79.1"
"Passengers","2022M02","All main airports","Greece","All directions","All flights","Thousand","2.4"
"Passengers","2022M02","All main airports","Hungary","All directions","All flights","Thousand","15.7"
"Passengers","2022M02","All main airports","Italy","All directions","All flights","Thousand","67.3"
"Passengers","2022M02","All main airports","Latvia","All directions","All flights","Thousand","8"
"Passengers","2022M02","All main airports","Lithuania","All directions","All flights","Thousand","12"
"Passengers","2022M02","All main airports","Luxembourg","All directions","All flights","Thousand","4.8"
"Passengers","2022M02","All main airports","Malta","All directions","All flights","Thousand","3.5"
"Passengers","2022M02","All main airports","Netherlands","All directions","All flights","Thousand","76"
"Passengers","2022M02","All main airports","Poland","All directions","All flights","Thousand","61.4"
"Passengers","2022M02","All main airports","Portugal","All directions","All flights","Thousand","44.6"
"Passengers","2022M02","All main airports","Romania","All directions","All flights","Thousand","17.9"
"Passengers","2022M02","All main airports","Slovakia","All directions","All flights","Thousand","7.8"
"Passengers","2022M02","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Spain","All directions","All flights","Thousand","113.6"
"Passengers","2022M02","All main airports","Canary Islands","All directions","All flights","Thousand","76.3"
"Passengers","2022M02","All main airports","Sweden","All directions","All flights","Thousand","5.3"
"Passengers","2022M02","All main airports","United Kingdom (1)","All directions","All flights","Thousand","577.8"
"Passengers","2022M02","All main airports","England","All directions","All flights","Thousand","507.3"
"Passengers","2022M02","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Scotland","All directions","All flights","Thousand","64.2"
"Passengers","2022M02","All main airports","Wales","All directions","All flights","Thousand","6.3"
"Passengers","2022M02","All main airports","Other UK (1)","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Iceland","All directions","All flights","Thousand","4.5"
"Passengers","2022M02","All main airports","Norway","All directions","All flights","Thousand","3.3"
"Passengers","2022M02","All main airports","Russia","All directions","All flights","Thousand","0.5"
"Passengers","2022M02","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Switzerland","All directions","All flights","Thousand","21.6"
"Passengers","2022M02","All main airports","Turkey","All directions","All flights","Thousand","11.4"
"Passengers","2022M02","All main airports","Other Europe (25)","All directions","All flights","Thousand","5.2"
"Passengers","2022M02","All main airports","America (4)","All directions","All flights","Thousand","77.4"
"Passengers","2022M02","All main airports","Canada","All directions","All flights","Thousand","6.8"
"Passengers","2022M02","All main airports","United States","All directions","All flights","Thousand","70.3"
"Passengers","2022M02","All main airports","Other America (5)","All directions","All flights","Thousand","0.3"
"Passengers","2022M02","All main airports","Africa (9)","All directions","All flights","Thousand","1.6"
"Passengers","2022M02","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Morocco","All directions","All flights","Thousand","1.6"
"Passengers","2022M02","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Asia (8)","All directions","All flights","Thousand","32"
"Passengers","2022M02","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2022M02","All main airports","United Arab Emirates","All directions","All flights","Thousand","22.3"
"Passengers","2022M02","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","9.8"
"Passengers","2022M02","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","All Countries","All directions","All flights","Thousand","2085.9"
"Passengers","2022M03","All main airports","Ireland (domestic)","All directions","All flights","Thousand","15.1"
"Passengers","2022M03","All main airports","Europe (2)","All directions","All flights","Thousand","1871.8"
"Passengers","2022M03","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1030.9"
"Passengers","2022M03","All main airports","Austria","All directions","All flights","Thousand","16.1"
"Passengers","2022M03","All main airports","Belgium","All directions","All flights","Thousand","32.4"
"Passengers","2022M03","All main airports","Bulgaria","All directions","All flights","Thousand","8.1"
"Passengers","2022M03","All main airports","Croatia","All directions","All flights","Thousand","7.8"
"Passengers","2022M03","All main airports","Cyprus","All directions","All flights","Thousand","1.4"
"Passengers","2022M03","All main airports","Czech Republic","All directions","All flights","Thousand","12.1"
"Passengers","2022M03","All main airports","Denmark","All directions","All flights","Thousand","18.5"
"Passengers","2022M03","All main airports","Estonia","All directions","All flights","Thousand","0.3"
"Passengers","2022M03","All main airports","Finland","All directions","All flights","Thousand","3.6"
"Passengers","2022M03","All main airports","France","All directions","All flights","Thousand","119.5"
"Passengers","2022M03","All main airports","Germany","All directions","All flights","Thousand","120.2"
"Passengers","2022M03","All main airports","Greece","All directions","All flights","Thousand","5.1"
"Passengers","2022M03","All main airports","Hungary","All directions","All flights","Thousand","18.2"
"Passengers","2022M03","All main airports","Italy","All directions","All flights","Thousand","95.3"
"Passengers","2022M03","All main airports","Latvia","All directions","All flights","Thousand","10.5"
"Passengers","2022M03","All main airports","Lithuania","All directions","All flights","Thousand","14.9"
"Passengers","2022M03","All main airports","Luxembourg","All directions","All flights","Thousand","5.9"
"Passengers","2022M03","All main airports","Malta","All directions","All flights","Thousand","4.8"
"Passengers","2022M03","All main airports","Netherlands","All directions","All flights","Thousand","108.4"
"Passengers","2022M03","All main airports","Poland","All directions","All flights","Thousand","73.6"
"Passengers","2022M03","All main airports","Portugal","All directions","All flights","Thousand","68.5"
"Passengers","2022M03","All main airports","Romania","All directions","All flights","Thousand","22.6"
"Passengers","2022M03","All main airports","Slovakia","All directions","All flights","Thousand","9.7"
"Passengers","2022M03","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","Spain","All directions","All flights","Thousand","157.8"
"Passengers","2022M03","All main airports","Canary Islands","All directions","All flights","Thousand","87.1"
"Passengers","2022M03","All main airports","Sweden","All directions","All flights","Thousand","8.4"
"Passengers","2022M03","All main airports","United Kingdom (1)","All directions","All flights","Thousand","768.2"
"Passengers","2022M03","All main airports","England","All directions","All flights","Thousand","675.6"
"Passengers","2022M03","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","Scotland","All directions","All flights","Thousand","85.9"
"Passengers","2022M03","All main airports","Wales","All directions","All flights","Thousand","4.7"
"Passengers","2022M03","All main airports","Other UK (1)","All directions","All flights","Thousand","2"
"Passengers","2022M03","All main airports","Iceland","All directions","All flights","Thousand","6.1"
"Passengers","2022M03","All main airports","Norway","All directions","All flights","Thousand","5.3"
"Passengers","2022M03","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","Switzerland","All directions","All flights","Thousand","29.8"
"Passengers","2022M03","All main airports","Turkey","All directions","All flights","Thousand","15.8"
"Passengers","2022M03","All main airports","Other Europe (25)","All directions","All flights","Thousand","0.7"
"Passengers","2022M03","All main airports","America (4)","All directions","All flights","Thousand","169.4"
"Passengers","2022M03","All main airports","Canada","All directions","All flights","Thousand","15.4"
"Passengers","2022M03","All main airports","United States","All directions","All flights","Thousand","153.6"
"Passengers","2022M03","All main airports","Other America (5)","All directions","All flights","Thousand","0.3"
"Passengers","2022M03","All main airports","Africa (9)","All directions","All flights","Thousand","2.5"
"Passengers","2022M03","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","Morocco","All directions","All flights","Thousand","2.5"
"Passengers","2022M03","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","Asia (8)","All directions","All flights","Thousand","42.2"
"Passengers","2022M03","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2022M03","All main airports","United Arab Emirates","All directions","All flights","Thousand","27.8"
"Passengers","2022M03","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","14.5"
"Passengers","2022M03","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","All Countries","All directions","All flights","Thousand","2789.7"
"Passengers","2022M04","All main airports","Ireland (domestic)","All directions","All flights","Thousand","17.9"
"Passengers","2022M04","All main airports","Europe (2)","All directions","All flights","Thousand","2487.3"
"Passengers","2022M04","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1455.7"
"Passengers","2022M04","All main airports","Austria","All directions","All flights","Thousand","15.1"
"Passengers","2022M04","All main airports","Belgium","All directions","All flights","Thousand","36.9"
"Passengers","2022M04","All main airports","Bulgaria","All directions","All flights","Thousand","6.4"
"Passengers","2022M04","All main airports","Croatia","All directions","All flights","Thousand","20.6"
"Passengers","2022M04","All main airports","Cyprus","All directions","All flights","Thousand","3"
"Passengers","2022M04","All main airports","Czech Republic","All directions","All flights","Thousand","11.9"
"Passengers","2022M04","All main airports","Denmark","All directions","All flights","Thousand","21.9"
"Passengers","2022M04","All main airports","Estonia","All directions","All flights","Thousand","3"
"Passengers","2022M04","All main airports","Finland","All directions","All flights","Thousand","4.9"
"Passengers","2022M04","All main airports","France","All directions","All flights","Thousand","175.7"
"Passengers","2022M04","All main airports","Germany","All directions","All flights","Thousand","153"
"Passengers","2022M04","All main airports","Greece","All directions","All flights","Thousand","17"
"Passengers","2022M04","All main airports","Hungary","All directions","All flights","Thousand","13.6"
"Passengers","2022M04","All main airports","Italy","All directions","All flights","Thousand","154"
"Passengers","2022M04","All main airports","Latvia","All directions","All flights","Thousand","10"
"Passengers","2022M04","All main airports","Lithuania","All directions","All flights","Thousand","18.7"
"Passengers","2022M04","All main airports","Luxembourg","All directions","All flights","Thousand","4.8"
"Passengers","2022M04","All main airports","Malta","All directions","All flights","Thousand","7.1"
"Passengers","2022M04","All main airports","Netherlands","All directions","All flights","Thousand","114.6"
"Passengers","2022M04","All main airports","Poland","All directions","All flights","Thousand","77.1"
"Passengers","2022M04","All main airports","Portugal","All directions","All flights","Thousand","132"
"Passengers","2022M04","All main airports","Romania","All directions","All flights","Thousand","32.5"
"Passengers","2022M04","All main airports","Slovakia","All directions","All flights","Thousand","8.6"
"Passengers","2022M04","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","Spain","All directions","All flights","Thousand","315.3"
"Passengers","2022M04","All main airports","Canary Islands","All directions","All flights","Thousand","88.8"
"Passengers","2022M04","All main airports","Sweden","All directions","All flights","Thousand","9.4"
"Passengers","2022M04","All main airports","United Kingdom (1)","All directions","All flights","Thousand","932"
"Passengers","2022M04","All main airports","England","All directions","All flights","Thousand","821"
"Passengers","2022M04","All main airports","Northern Ireland","All directions","All flights","Thousand","0.1"
"Passengers","2022M04","All main airports","Scotland","All directions","All flights","Thousand","102.5"
"Passengers","2022M04","All main airports","Wales","All directions","All flights","Thousand","5.8"
"Passengers","2022M04","All main airports","Other UK (1)","All directions","All flights","Thousand","2.5"
"Passengers","2022M04","All main airports","Iceland","All directions","All flights","Thousand","6.8"
"Passengers","2022M04","All main airports","Norway","All directions","All flights","Thousand","6.7"
"Passengers","2022M04","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","Switzerland","All directions","All flights","Thousand","30.3"
"Passengers","2022M04","All main airports","Turkey","All directions","All flights","Thousand","31.6"
"Passengers","2022M04","All main airports","Other Europe (25)","All directions","All flights","Thousand","6.3"
"Passengers","2022M04","All main airports","America (4)","All directions","All flights","Thousand","248.8"
"Passengers","2022M04","All main airports","Canada","All directions","All flights","Thousand","21.2"
"Passengers","2022M04","All main airports","United States","All directions","All flights","Thousand","227.6"
"Passengers","2022M04","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","Africa (9)","All directions","All flights","Thousand","4.3"
"Passengers","2022M04","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","Morocco","All directions","All flights","Thousand","4.3"
"Passengers","2022M04","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","Asia (8)","All directions","All flights","Thousand","49.1"
"Passengers","2022M04","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2022M04","All main airports","United Arab Emirates","All directions","All flights","Thousand","30.6"
"Passengers","2022M04","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","18.5"
"Passengers","2022M04","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.2"
"Passengers","2022M05","All main airports","All Countries","All directions","All flights","Thousand","3018.1"
"Passengers","2022M05","All main airports","Ireland (domestic)","All directions","All flights","Thousand","17.6"
"Passengers","2022M05","All main airports","Europe (2)","All directions","All flights","Thousand","2634.8"
"Passengers","2022M05","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1621.7"
"Passengers","2022M05","All main airports","Austria","All directions","All flights","Thousand","14.7"
"Passengers","2022M05","All main airports","Belgium","All directions","All flights","Thousand","37.1"
"Passengers","2022M05","All main airports","Bulgaria","All directions","All flights","Thousand","10.1"
"Passengers","2022M05","All main airports","Croatia","All directions","All flights","Thousand","31"
"Passengers","2022M05","All main airports","Cyprus","All directions","All flights","Thousand","3.2"
"Passengers","2022M05","All main airports","Czech Republic","All directions","All flights","Thousand","12.3"
"Passengers","2022M05","All main airports","Denmark","All directions","All flights","Thousand","21.2"
"Passengers","2022M05","All main airports","Estonia","All directions","All flights","Thousand","2.7"
"Passengers","2022M05","All main airports","Finland","All directions","All flights","Thousand","6.4"
"Passengers","2022M05","All main airports","France","All directions","All flights","Thousand","195.2"
"Passengers","2022M05","All main airports","Germany","All directions","All flights","Thousand","167.5"
"Passengers","2022M05","All main airports","Greece","All directions","All flights","Thousand","30.8"
"Passengers","2022M05","All main airports","Hungary","All directions","All flights","Thousand","14.5"
"Passengers","2022M05","All main airports","Italy","All directions","All flights","Thousand","159.5"
"Passengers","2022M05","All main airports","Latvia","All directions","All flights","Thousand","11.4"
"Passengers","2022M05","All main airports","Lithuania","All directions","All flights","Thousand","22.9"
"Passengers","2022M05","All main airports","Luxembourg","All directions","All flights","Thousand","5.2"
"Passengers","2022M05","All main airports","Malta","All directions","All flights","Thousand","7.7"
"Passengers","2022M05","All main airports","Netherlands","All directions","All flights","Thousand","121.4"
"Passengers","2022M05","All main airports","Poland","All directions","All flights","Thousand","85"
"Passengers","2022M05","All main airports","Portugal","All directions","All flights","Thousand","158.4"
"Passengers","2022M05","All main airports","Romania","All directions","All flights","Thousand","30.3"
"Passengers","2022M05","All main airports","Slovakia","All directions","All flights","Thousand","9.2"
"Passengers","2022M05","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M05","All main airports","Spain","All directions","All flights","Thousand","364"
"Passengers","2022M05","All main airports","Canary Islands","All directions","All flights","Thousand","90.4"
"Passengers","2022M05","All main airports","Sweden","All directions","All flights","Thousand","9.9"
"Passengers","2022M05","All main airports","United Kingdom (1)","All directions","All flights","Thousand","907.8"
"Passengers","2022M05","All main airports","England","All directions","All flights","Thousand","791.4"
"Passengers","2022M05","All main airports","Northern Ireland","All directions","All flights","Thousand","0.2"
"Passengers","2022M05","All main airports","Scotland","All directions","All flights","Thousand","106.8"
"Passengers","2022M05","All main airports","Wales","All directions","All flights","Thousand","5.6"
"Passengers","2022M05","All main airports","Other UK (1)","All directions","All flights","Thousand","3.9"
"Passengers","2022M05","All main airports","Iceland","All directions","All flights","Thousand","10.2"
"Passengers","2022M05","All main airports","Norway","All directions","All flights","Thousand","6.5"
"Passengers","2022M05","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M05","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M05","All main airports","Switzerland","All directions","All flights","Thousand","29.1"
"Passengers","2022M05","All main airports","Turkey","All directions","All flights","Thousand","34.4"
"Passengers","2022M05","All main airports","Other Europe (25)","All directions","All flights","Thousand","7.5"
"Passengers","2022M05","All main airports","America (4)","All directions","All flights","Thousand","326.8"
"Passengers","2022M05","All main airports","Canada","All directions","All flights","Thousand","40.8"
"Passengers","2022M05","All main airports","United States","All directions","All flights","Thousand","285.7"
"Passengers","2022M05","All main airports","Other America (5)","All directions","All flights","Thousand","0.3"
"Passengers","2022M05","All main airports","Africa (9)","All directions","All flights","Thousand","5.5"
"Passengers","2022M05","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2022M05","All main airports","Morocco","All directions","All flights","Thousand","5.5"
"Passengers","2022M05","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M05","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M05","All main airports","Asia (8)","All directions","All flights","Thousand","50.9"
"Passengers","2022M05","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M05","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2022M05","All main airports","United Arab Emirates","All directions","All flights","Thousand","30.8"
"Passengers","2022M05","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","20.2"
"Passengers","2022M05","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2022M06","All main airports","All Countries","All directions","All flights","Thousand","3327.1"
"Passengers","2022M06","All main airports","Ireland (domestic)","All directions","All flights","Thousand","20.2"
"Passengers","2022M06","All main airports","Europe (2)","All directions","All flights","Thousand","2851.5"
"Passengers","2022M06","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1776.2"
"Passengers","2022M06","All main airports","Austria","All directions","All flights","Thousand","16.2"
"Passengers","2022M06","All main airports","Belgium","All directions","All flights","Thousand","37"
"Passengers","2022M06","All main airports","Bulgaria","All directions","All flights","Thousand","15.2"
"Passengers","2022M06","All main airports","Croatia","All directions","All flights","Thousand","38.5"
"Passengers","2022M06","All main airports","Cyprus","All directions","All flights","Thousand","3"
"Passengers","2022M06","All main airports","Czech Republic","All directions","All flights","Thousand","12.9"
"Passengers","2022M06","All main airports","Denmark","All directions","All flights","Thousand","20.6"
"Passengers","2022M06","All main airports","Estonia","All directions","All flights","Thousand","3.2"
"Passengers","2022M06","All main airports","Finland","All directions","All flights","Thousand","6.7"
"Passengers","2022M06","All main airports","France","All directions","All flights","Thousand","207.5"
"Passengers","2022M06","All main airports","Germany","All directions","All flights","Thousand","180.5"
"Passengers","2022M06","All main airports","Greece","All directions","All flights","Thousand","44.8"
"Passengers","2022M06","All main airports","Hungary","All directions","All flights","Thousand","14.2"
"Passengers","2022M06","All main airports","Italy","All directions","All flights","Thousand","190.2"
"Passengers","2022M06","All main airports","Latvia","All directions","All flights","Thousand","12.6"
"Passengers","2022M06","All main airports","Lithuania","All directions","All flights","Thousand","23.5"
"Passengers","2022M06","All main airports","Luxembourg","All directions","All flights","Thousand","4.9"
"Passengers","2022M06","All main airports","Malta","All directions","All flights","Thousand","8"
"Passengers","2022M06","All main airports","Netherlands","All directions","All flights","Thousand","123"
"Passengers","2022M06","All main airports","Poland","All directions","All flights","Thousand","81.9"
"Passengers","2022M06","All main airports","Portugal","All directions","All flights","Thousand","169"
"Passengers","2022M06","All main airports","Romania","All directions","All flights","Thousand","31.9"
"Passengers","2022M06","All main airports","Slovakia","All directions","All flights","Thousand","9.2"
"Passengers","2022M06","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M06","All main airports","Spain","All directions","All flights","Thousand","414.5"
"Passengers","2022M06","All main airports","Canary Islands","All directions","All flights","Thousand","97.3"
"Passengers","2022M06","All main airports","Sweden","All directions","All flights","Thousand","9.9"
"Passengers","2022M06","All main airports","United Kingdom (1)","All directions","All flights","Thousand","951.7"
"Passengers","2022M06","All main airports","England","All directions","All flights","Thousand","828.3"
"Passengers","2022M06","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2022M06","All main airports","Scotland","All directions","All flights","Thousand","111.3"
"Passengers","2022M06","All main airports","Wales","All directions","All flights","Thousand","5.6"
"Passengers","2022M06","All main airports","Other UK (1)","All directions","All flights","Thousand","6.5"
"Passengers","2022M06","All main airports","Iceland","All directions","All flights","Thousand","12.9"
"Passengers","2022M06","All main airports","Norway","All directions","All flights","Thousand","7.5"
"Passengers","2022M06","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M06","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M06","All main airports","Switzerland","All directions","All flights","Thousand","38"
"Passengers","2022M06","All main airports","Turkey","All directions","All flights","Thousand","36.3"
"Passengers","2022M06","All main airports","Other Europe (25)","All directions","All flights","Thousand","8.7"
"Passengers","2022M06","All main airports","America (4)","All directions","All flights","Thousand","410.6"
"Passengers","2022M06","All main airports","Canada","All directions","All flights","Thousand","66.7"
"Passengers","2022M06","All main airports","United States","All directions","All flights","Thousand","343.9"
"Passengers","2022M06","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2022M06","All main airports","Africa (9)","All directions","All flights","Thousand","8.6"
"Passengers","2022M06","All main airports","Egypt","All directions","All flights","Thousand","2.8"
"Passengers","2022M06","All main airports","Morocco","All directions","All flights","Thousand","5.8"
"Passengers","2022M06","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M06","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M06","All main airports","Asia (8)","All directions","All flights","Thousand","56.2"
"Passengers","2022M06","All main airports","Bahrain","All directions","All flights","Thousand","0"
