"Statistic Label","Month","Airports in Ireland","Country","Direction","Flight Type","UNIT","VALUE"
"Passengers","2021M06","All main airports","United Arab Emirates","All directions","All flights","Thousand","2.7"
"Passengers","2021M06","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","2.3"
"Passengers","2021M06","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.3"
"Passengers","2021M07","All main airports","All Countries","All directions","All flights","Thousand","709.7"
"Passengers","2021M07","All main airports","Ireland (domestic)","All directions","All flights","Thousand","0.9"
"Passengers","2021M07","All main airports","Europe (2)","All directions","All flights","Thousand","649.5"
"Passengers","2021M07","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","619.6"
"Passengers","2021M07","All main airports","Austria","All directions","All flights","Thousand","5.4"
"Passengers","2021M07","All main airports","Belgium","All directions","All flights","Thousand","6.9"
"Passengers","2021M07","All main airports","Bulgaria","All directions","All flights","Thousand","6.1"
"Passengers","2021M07","All main airports","Croatia","All directions","All flights","Thousand","8"
"Passengers","2021M07","All main airports","Cyprus","All directions","All flights","Thousand","1.6"
"Passengers","2021M07","All main airports","Czech Republic","All directions","All flights","Thousand","3.3"
"Passengers","2021M07","All main airports","Denmark","All directions","All flights","Thousand","5.6"
"Passengers","2021M07","All main airports","Estonia","All directions","All flights","Thousand","2.4"
"Passengers","2021M07","All main airports","Finland","All directions","All flights","Thousand","1.3"
"Passengers","2021M07","All main airports","France","All directions","All flights","Thousand","36.6"
"Passengers","2021M07","All main airports","Germany","All directions","All flights","Thousand","35.1"
"Passengers","2021M07","All main airports","Greece","All directions","All flights","Thousand","14.4"
"Passengers","2021M07","All main airports","Hungary","All directions","All flights","Thousand","8.7"
"Passengers","2021M07","All main airports","Italy","All directions","All flights","Thousand","34.9"
"Passengers","2021M07","All main airports","Latvia","All directions","All flights","Thousand","8.9"
"Passengers","2021M07","All main airports","Lithuania","All directions","All flights","Thousand","17.6"
"Passengers","2021M07","All main airports","Luxembourg","All directions","All flights","Thousand","1"
"Passengers","2021M07","All main airports","Malta","All directions","All flights","Thousand","2.3"
"Passengers","2021M07","All main airports","Netherlands","All directions","All flights","Thousand","33.9"
"Passengers","2021M07","All main airports","Poland","All directions","All flights","Thousand","62.5"
"Passengers","2021M07","All main airports","Portugal","All directions","All flights","Thousand","33.5"
"Passengers","2021M07","All main airports","Romania","All directions","All flights","Thousand","21.8"
"Passengers","2021M07","All main airports","Slovakia","All directions","All flights","Thousand","3.9"
"Passengers","2021M07","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Spain","All directions","All flights","Thousand","85.9"
"Passengers","2021M07","All main airports","Canary Islands","All directions","All flights","Thousand","20.9"
"Passengers","2021M07","All main airports","Sweden","All directions","All flights","Thousand","4.8"
"Passengers","2021M07","All main airports","United Kingdom (1)","All directions","All flights","Thousand","152.1"
"Passengers","2021M07","All main airports","England","All directions","All flights","Thousand","138.8"
"Passengers","2021M07","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Scotland","All directions","All flights","Thousand","13.3"
"Passengers","2021M07","All main airports","Wales","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Other UK (1)","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Iceland","All directions","All flights","Thousand","0.3"
"Passengers","2021M07","All main airports","Norway","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Russia","All directions","All flights","Thousand","0.5"
"Passengers","2021M07","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Switzerland","All directions","All flights","Thousand","6.9"
"Passengers","2021M07","All main airports","Turkey","All directions","All flights","Thousand","10.1"
"Passengers","2021M07","All main airports","Other Europe (25)","All directions","All flights","Thousand","11.3"
"Passengers","2021M07","All main airports","America (4)","All directions","All flights","Thousand","44.6"
"Passengers","2021M07","All main airports","Canada","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","United States","All directions","All flights","Thousand","44.6"
"Passengers","2021M07","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Africa (9)","All directions","All flights","Thousand","0.8"
"Passengers","2021M07","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Morocco","All directions","All flights","Thousand","0.8"
"Passengers","2021M07","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Asia (8)","All directions","All flights","Thousand","14.6"
"Passengers","2021M07","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2021M07","All main airports","United Arab Emirates","All directions","All flights","Thousand","9.8"
"Passengers","2021M07","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","4.8"
"Passengers","2021M07","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.3"
"Passengers","2021M08","All main airports","All Countries","All directions","All flights","Thousand","1400.5"
"Passengers","2021M08","All main airports","Ireland (domestic)","All directions","All flights","Thousand","7.2"
"Passengers","2021M08","All main airports","Europe (2)","All directions","All flights","Thousand","1291.6"
"Passengers","2021M08","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1233.4"
"Passengers","2021M08","All main airports","Austria","All directions","All flights","Thousand","10"
"Passengers","2021M08","All main airports","Belgium","All directions","All flights","Thousand","17.9"
"Passengers","2021M08","All main airports","Bulgaria","All directions","All flights","Thousand","8.7"
"Passengers","2021M08","All main airports","Croatia","All directions","All flights","Thousand","13.6"
"Passengers","2021M08","All main airports","Cyprus","All directions","All flights","Thousand","3.1"
"Passengers","2021M08","All main airports","Czech Republic","All directions","All flights","Thousand","5.8"
"Passengers","2021M08","All main airports","Denmark","All directions","All flights","Thousand","10.1"
"Passengers","2021M08","All main airports","Estonia","All directions","All flights","Thousand","2.4"
"Passengers","2021M08","All main airports","Finland","All directions","All flights","Thousand","2.1"
"Passengers","2021M08","All main airports","France","All directions","All flights","Thousand","81.4"
"Passengers","2021M08","All main airports","Germany","All directions","All flights","Thousand","71.1"
"Passengers","2021M08","All main airports","Greece","All directions","All flights","Thousand","38.3"
"Passengers","2021M08","All main airports","Hungary","All directions","All flights","Thousand","10.8"
"Passengers","2021M08","All main airports","Italy","All directions","All flights","Thousand","77.8"
"Passengers","2021M08","All main airports","Latvia","All directions","All flights","Thousand","11.1"
"Passengers","2021M08","All main airports","Lithuania","All directions","All flights","Thousand","20.3"
"Passengers","2021M08","All main airports","Luxembourg","All directions","All flights","Thousand","1.7"
"Passengers","2021M08","All main airports","Malta","All directions","All flights","Thousand","6.9"
"Passengers","2021M08","All main airports","Netherlands","All directions","All flights","Thousand","57.8"
"Passengers","2021M08","All main airports","Poland","All directions","All flights","Thousand","76.6"
"Passengers","2021M08","All main airports","Portugal","All directions","All flights","Thousand","82.6"
"Passengers","2021M08","All main airports","Romania","All directions","All flights","Thousand","24.1"
"Passengers","2021M08","All main airports","Slovakia","All directions","All flights","Thousand","4"
"Passengers","2021M08","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","Spain","All directions","All flights","Thousand","189.7"
"Passengers","2021M08","All main airports","Canary Islands","All directions","All flights","Thousand","60.7"
"Passengers","2021M08","All main airports","Sweden","All directions","All flights","Thousand","7.4"
"Passengers","2021M08","All main airports","United Kingdom (1)","All directions","All flights","Thousand","337.3"
"Passengers","2021M08","All main airports","England","All directions","All flights","Thousand","308.7"
"Passengers","2021M08","All main airports","Northern Ireland","All directions","All flights","Thousand","0.3"
"Passengers","2021M08","All main airports","Scotland","All directions","All flights","Thousand","28.2"
"Passengers","2021M08","All main airports","Wales","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","Other UK (1)","All directions","All flights","Thousand","0.1"
"Passengers","2021M08","All main airports","Iceland","All directions","All flights","Thousand","0.5"
"Passengers","2021M08","All main airports","Norway","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","Russia","All directions","All flights","Thousand","0.7"
"Passengers","2021M08","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","Switzerland","All directions","All flights","Thousand","14.6"
"Passengers","2021M08","All main airports","Turkey","All directions","All flights","Thousand","20.9"
"Passengers","2021M08","All main airports","Other Europe (25)","All directions","All flights","Thousand","14.4"
"Passengers","2021M08","All main airports","America (4)","All directions","All flights","Thousand","87"
"Passengers","2021M08","All main airports","Canada","All directions","All flights","Thousand","6.2"
"Passengers","2021M08","All main airports","United States","All directions","All flights","Thousand","80.8"
"Passengers","2021M08","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","Africa (9)","All directions","All flights","Thousand","2"
"Passengers","2021M08","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","Morocco","All directions","All flights","Thousand","1.7"
"Passengers","2021M08","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","Other Africa (6)","All directions","All flights","Thousand","0.3"
"Passengers","2021M08","All main airports","Asia (8)","All directions","All flights","Thousand","19.5"
"Passengers","2021M08","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2021M08","All main airports","United Arab Emirates","All directions","All flights","Thousand","13"
"Passengers","2021M08","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","6.5"
"Passengers","2021M08","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.3"
"Passengers","2021M09","All main airports","All Countries","All directions","All flights","Thousand","1466.3"
"Passengers","2021M09","All main airports","Ireland (domestic)","All directions","All flights","Thousand","9"
"Passengers","2021M09","All main airports","Europe (2)","All directions","All flights","Thousand","1366.7"
"Passengers","2021M09","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1309.5"
"Passengers","2021M09","All main airports","Austria","All directions","All flights","Thousand","9.2"
"Passengers","2021M09","All main airports","Belgium","All directions","All flights","Thousand","20.4"
"Passengers","2021M09","All main airports","Bulgaria","All directions","All flights","Thousand","6.3"
"Passengers","2021M09","All main airports","Croatia","All directions","All flights","Thousand","14.2"
"Passengers","2021M09","All main airports","Cyprus","All directions","All flights","Thousand","2.4"
"Passengers","2021M09","All main airports","Czech Republic","All directions","All flights","Thousand","5.5"
"Passengers","2021M09","All main airports","Denmark","All directions","All flights","Thousand","13.7"
"Passengers","2021M09","All main airports","Estonia","All directions","All flights","Thousand","2.1"
"Passengers","2021M09","All main airports","Finland","All directions","All flights","Thousand","1.9"
"Passengers","2021M09","All main airports","France","All directions","All flights","Thousand","81.1"
"Passengers","2021M09","All main airports","Germany","All directions","All flights","Thousand","73.5"
"Passengers","2021M09","All main airports","Greece","All directions","All flights","Thousand","37.2"
"Passengers","2021M09","All main airports","Hungary","All directions","All flights","Thousand","11"
"Passengers","2021M09","All main airports","Italy","All directions","All flights","Thousand","84.7"
"Passengers","2021M09","All main airports","Latvia","All directions","All flights","Thousand","7.9"
"Passengers","2021M09","All main airports","Lithuania","All directions","All flights","Thousand","13.7"
"Passengers","2021M09","All main airports","Luxembourg","All directions","All flights","Thousand","1.6"
"Passengers","2021M09","All main airports","Malta","All directions","All flights","Thousand","7.6"
"Passengers","2021M09","All main airports","Netherlands","All directions","All flights","Thousand","57.9"
"Passengers","2021M09","All main airports","Poland","All directions","All flights","Thousand","62.7"
"Passengers","2021M09","All main airports","Portugal","All directions","All flights","Thousand","96.5"
"Passengers","2021M09","All main airports","Romania","All directions","All flights","Thousand","19.4"
"Passengers","2021M09","All main airports","Slovakia","All directions","All flights","Thousand","3.5"
"Passengers","2021M09","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","Spain","All directions","All flights","Thousand","197.6"
"Passengers","2021M09","All main airports","Canary Islands","All directions","All flights","Thousand","58.8"
"Passengers","2021M09","All main airports","Sweden","All directions","All flights","Thousand","6.5"
"Passengers","2021M09","All main airports","United Kingdom (1)","All directions","All flights","Thousand","412.5"
"Passengers","2021M09","All main airports","England","All directions","All flights","Thousand","369.1"
"Passengers","2021M09","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","Scotland","All directions","All flights","Thousand","43.4"
"Passengers","2021M09","All main airports","Wales","All directions","All flights","Thousand","0.1"
"Passengers","2021M09","All main airports","Other UK (1)","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","Iceland","All directions","All flights","Thousand","4.1"
"Passengers","2021M09","All main airports","Norway","All directions","All flights","Thousand","0.6"
"Passengers","2021M09","All main airports","Russia","All directions","All flights","Thousand","0.7"
"Passengers","2021M09","All main airports","Serbia","All directions","All flights","Thousand","0.1"
"Passengers","2021M09","All main airports","Switzerland","All directions","All flights","Thousand","12.1"
"Passengers","2021M09","All main airports","Turkey","All directions","All flights","Thousand","20.8"
"Passengers","2021M09","All main airports","Other Europe (25)","All directions","All flights","Thousand","9.6"
"Passengers","2021M09","All main airports","America (4)","All directions","All flights","Thousand","80.3"
"Passengers","2021M09","All main airports","Canada","All directions","All flights","Thousand","8.1"
"Passengers","2021M09","All main airports","United States","All directions","All flights","Thousand","72.1"
"Passengers","2021M09","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","Africa (9)","All directions","All flights","Thousand","1.9"
"Passengers","2021M09","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","Morocco","All directions","All flights","Thousand","1.9"
"Passengers","2021M09","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","Asia (8)","All directions","All flights","Thousand","17.3"
"Passengers","2021M09","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2021M09","All main airports","United Arab Emirates","All directions","All flights","Thousand","11.7"
"Passengers","2021M09","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","5.6"
"Passengers","2021M09","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.2"
"Passengers","2021M10","All main airports","All Countries","All directions","All flights","Thousand","1685.4"
"Passengers","2021M10","All main airports","Ireland (domestic)","All directions","All flights","Thousand","11.9"
"Passengers","2021M10","All main airports","Europe (2)","All directions","All flights","Thousand","1575.8"
"Passengers","2021M10","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1508"
"Passengers","2021M10","All main airports","Austria","All directions","All flights","Thousand","11.2"
"Passengers","2021M10","All main airports","Belgium","All directions","All flights","Thousand","24.6"
"Passengers","2021M10","All main airports","Bulgaria","All directions","All flights","Thousand","4.2"
"Passengers","2021M10","All main airports","Croatia","All directions","All flights","Thousand","10.8"
"Passengers","2021M10","All main airports","Cyprus","All directions","All flights","Thousand","3"
"Passengers","2021M10","All main airports","Czech Republic","All directions","All flights","Thousand","7.8"
"Passengers","2021M10","All main airports","Denmark","All directions","All flights","Thousand","18.1"
"Passengers","2021M10","All main airports","Estonia","All directions","All flights","Thousand","2.4"
"Passengers","2021M10","All main airports","Finland","All directions","All flights","Thousand","2.7"
"Passengers","2021M10","All main airports","France","All directions","All flights","Thousand","97.2"
"Passengers","2021M10","All main airports","Germany","All directions","All flights","Thousand","92.2"
"Passengers","2021M10","All main airports","Greece","All directions","All flights","Thousand","29"
"Passengers","2021M10","All main airports","Hungary","All directions","All flights","Thousand","12.4"
"Passengers","2021M10","All main airports","Italy","All directions","All flights","Thousand","94.6"
"Passengers","2021M10","All main airports","Latvia","All directions","All flights","Thousand","8.6"
"Passengers","2021M10","All main airports","Lithuania","All directions","All flights","Thousand","14.5"
"Passengers","2021M10","All main airports","Luxembourg","All directions","All flights","Thousand","1.9"
"Passengers","2021M10","All main airports","Malta","All directions","All flights","Thousand","7.1"
"Passengers","2021M10","All main airports","Netherlands","All directions","All flights","Thousand","69.1"
"Passengers","2021M10","All main airports","Poland","All directions","All flights","Thousand","68"
"Passengers","2021M10","All main airports","Portugal","All directions","All flights","Thousand","101.1"
"Passengers","2021M10","All main airports","Romania","All directions","All flights","Thousand","15.3"
"Passengers","2021M10","All main airports","Slovakia","All directions","All flights","Thousand","4.5"
"Passengers","2021M10","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Spain","All directions","All flights","Thousand","220.3"
"Passengers","2021M10","All main airports","Canary Islands","All directions","All flights","Thousand","70.3"
"Passengers","2021M10","All main airports","Sweden","All directions","All flights","Thousand","8"
"Passengers","2021M10","All main airports","United Kingdom (1)","All directions","All flights","Thousand","509.2"
"Passengers","2021M10","All main airports","England","All directions","All flights","Thousand","450.3"
"Passengers","2021M10","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Scotland","All directions","All flights","Thousand","58.2"
"Passengers","2021M10","All main airports","Wales","All directions","All flights","Thousand","0.7"
"Passengers","2021M10","All main airports","Other UK (1)","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Iceland","All directions","All flights","Thousand","4.5"
"Passengers","2021M10","All main airports","Norway","All directions","All flights","Thousand","2.8"
"Passengers","2021M10","All main airports","Russia","All directions","All flights","Thousand","0.9"
"Passengers","2021M10","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Switzerland","All directions","All flights","Thousand","15.9"
"Passengers","2021M10","All main airports","Turkey","All directions","All flights","Thousand","23.2"
"Passengers","2021M10","All main airports","Other Europe (25)","All directions","All flights","Thousand","8.7"
"Passengers","2021M10","All main airports","America (4)","All directions","All flights","Thousand","81.4"
"Passengers","2021M10","All main airports","Canada","All directions","All flights","Thousand","12.9"
"Passengers","2021M10","All main airports","United States","All directions","All flights","Thousand","68.5"
"Passengers","2021M10","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Africa (9)","All directions","All flights","Thousand","3.5"
"Passengers","2021M10","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Morocco","All directions","All flights","Thousand","3.5"
"Passengers","2021M10","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Asia (8)","All directions","All flights","Thousand","24.6"
"Passengers","2021M10","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2021M10","All main airports","United Arab Emirates","All directions","All flights","Thousand","17.8"
"Passengers","2021M10","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","6.9"
"Passengers","2021M10","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","All Countries","All directions","All flights","Thousand","1516.1"
"Passengers","2021M11","All main airports","Ireland (domestic)","All directions","All flights","Thousand","12.5"
"Passengers","2021M11","All main airports","Europe (2)","All directions","All flights","Thousand","1402.7"
"Passengers","2021M11","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1349.4"
"Passengers","2021M11","All main airports","Austria","All directions","All flights","Thousand","6.4"
"Passengers","2021M11","All main airports","Belgium","All directions","All flights","Thousand","27"
"Passengers","2021M11","All main airports","Bulgaria","All directions","All flights","Thousand","4"
"Passengers","2021M11","All main airports","Croatia","All directions","All flights","Thousand","0.6"
"Passengers","2021M11","All main airports","Cyprus","All directions","All flights","Thousand","1.3"
"Passengers","2021M11","All main airports","Czech Republic","All directions","All flights","Thousand","10.5"
"Passengers","2021M11","All main airports","Denmark","All directions","All flights","Thousand","16.8"
"Passengers","2021M11","All main airports","Estonia","All directions","All flights","Thousand","0.1"
"Passengers","2021M11","All main airports","Finland","All directions","All flights","Thousand","2.5"
"Passengers","2021M11","All main airports","France","All directions","All flights","Thousand","89.3"
"Passengers","2021M11","All main airports","Germany","All directions","All flights","Thousand","93.3"
"Passengers","2021M11","All main airports","Greece","All directions","All flights","Thousand","2.7"
"Passengers","2021M11","All main airports","Hungary","All directions","All flights","Thousand","16.6"
"Passengers","2021M11","All main airports","Italy","All directions","All flights","Thousand","67.7"
"Passengers","2021M11","All main airports","Latvia","All directions","All flights","Thousand","8.3"
"Passengers","2021M11","All main airports","Lithuania","All directions","All flights","Thousand","13.6"
"Passengers","2021M11","All main airports","Luxembourg","All directions","All flights","Thousand","6.4"
"Passengers","2021M11","All main airports","Malta","All directions","All flights","Thousand","4.2"
"Passengers","2021M11","All main airports","Netherlands","All directions","All flights","Thousand","75.6"
"Passengers","2021M11","All main airports","Poland","All directions","All flights","Thousand","65.3"
"Passengers","2021M11","All main airports","Portugal","All directions","All flights","Thousand","50.7"
"Passengers","2021M11","All main airports","Romania","All directions","All flights","Thousand","15.3"
"Passengers","2021M11","All main airports","Slovakia","All directions","All flights","Thousand","8.3"
"Passengers","2021M11","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","Spain","All directions","All flights","Thousand","113.7"
"Passengers","2021M11","All main airports","Canary Islands","All directions","All flights","Thousand","65.3"
"Passengers","2021M11","All main airports","Sweden","All directions","All flights","Thousand","8.2"
"Passengers","2021M11","All main airports","United Kingdom (1)","All directions","All flights","Thousand","575.8"
"Passengers","2021M11","All main airports","England","All directions","All flights","Thousand","509.7"
"Passengers","2021M11","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","Scotland","All directions","All flights","Thousand","62.1"
"Passengers","2021M11","All main airports","Wales","All directions","All flights","Thousand","4"
"Passengers","2021M11","All main airports","Other UK (1)","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","Iceland","All directions","All flights","Thousand","4.9"
"Passengers","2021M11","All main airports","Norway","All directions","All flights","Thousand","3.9"
"Passengers","2021M11","All main airports","Russia","All directions","All flights","Thousand","0.6"
"Passengers","2021M11","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","Switzerland","All directions","All flights","Thousand","13.8"
"Passengers","2021M11","All main airports","Turkey","All directions","All flights","Thousand","11.9"
"Passengers","2021M11","All main airports","Other Europe (25)","All directions","All flights","Thousand","5.7"
"Passengers","2021M11","All main airports","America (4)","All directions","All flights","Thousand","84.3"
"Passengers","2021M11","All main airports","Canada","All directions","All flights","Thousand","10"
"Passengers","2021M11","All main airports","United States","All directions","All flights","Thousand","74.3"
"Passengers","2021M11","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","Africa (9)","All directions","All flights","Thousand","4.5"
"Passengers","2021M11","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","Morocco","All directions","All flights","Thousand","4.4"
"Passengers","2021M11","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","Other Africa (6)","All directions","All flights","Thousand","0.1"
"Passengers","2021M11","All main airports","Asia (8)","All directions","All flights","Thousand","24.6"
"Passengers","2021M11","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2021M11","All main airports","United Arab Emirates","All directions","All flights","Thousand","17.9"
"Passengers","2021M11","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","6.7"
"Passengers","2021M11","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2021M12","All main airports","All Countries","All directions","All flights","Thousand","1339.5"
"Passengers","2021M12","All main airports","Ireland (domestic)","All directions","All flights","Thousand","10.9"
"Passengers","2021M12","All main airports","Europe (2)","All directions","All flights","Thousand","1194"
"Passengers","2021M12","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1136.3"
"Passengers","2021M12","All main airports","Austria","All directions","All flights","Thousand","5.4"
"Passengers","2021M12","All main airports","Belgium","All directions","All flights","Thousand","19.7"
"Passengers","2021M12","All main airports","Bulgaria","All directions","All flights","Thousand","5.2"
"Passengers","2021M12","All main airports","Croatia","All directions","All flights","Thousand","5.4"
"Passengers","2021M12","All main airports","Cyprus","All directions","All flights","Thousand","0.8"
"Passengers","2021M12","All main airports","Czech Republic","All directions","All flights","Thousand","7"
"Passengers","2021M12","All main airports","Denmark","All directions","All flights","Thousand","12.9"
"Passengers","2021M12","All main airports","Estonia","All directions","All flights","Thousand","0.1"
"Passengers","2021M12","All main airports","Finland","All directions","All flights","Thousand","14.3"
"Passengers","2021M12","All main airports","France","All directions","All flights","Thousand","81"
"Passengers","2021M12","All main airports","Germany","All directions","All flights","Thousand","78.7"
"Passengers","2021M12","All main airports","Greece","All directions","All flights","Thousand","3.3"
"Passengers","2021M12","All main airports","Hungary","All directions","All flights","Thousand","14.9"
"Passengers","2021M12","All main airports","Italy","All directions","All flights","Thousand","52.1"
"Passengers","2021M12","All main airports","Latvia","All directions","All flights","Thousand","8.9"
"Passengers","2021M12","All main airports","Lithuania","All directions","All flights","Thousand","12.9"
"Passengers","2021M12","All main airports","Luxembourg","All directions","All flights","Thousand","5"
"Passengers","2021M12","All main airports","Malta","All directions","All flights","Thousand","3.6"
"Passengers","2021M12","All main airports","Netherlands","All directions","All flights","Thousand","63.2"
"Passengers","2021M12","All main airports","Poland","All directions","All flights","Thousand","65.3"
"Passengers","2021M12","All main airports","Portugal","All directions","All flights","Thousand","36.3"
"Passengers","2021M12","All main airports","Romania","All directions","All flights","Thousand","19.8"
"Passengers","2021M12","All main airports","Slovakia","All directions","All flights","Thousand","6.7"
"Passengers","2021M12","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2021M12","All main airports","Spain","All directions","All flights","Thousand","99"
"Passengers","2021M12","All main airports","Canary Islands","All directions","All flights","Thousand","55.5"
"Passengers","2021M12","All main airports","Sweden","All directions","All flights","Thousand","7"
"Passengers","2021M12","All main airports","United Kingdom (1)","All directions","All flights","Thousand","452.3"
"Passengers","2021M12","All main airports","England","All directions","All flights","Thousand","401.5"
"Passengers","2021M12","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2021M12","All main airports","Scotland","All directions","All flights","Thousand","48"
"Passengers","2021M12","All main airports","Wales","All directions","All flights","Thousand","2.7"
"Passengers","2021M12","All main airports","Other UK (1)","All directions","All flights","Thousand","0"
"Passengers","2021M12","All main airports","Iceland","All directions","All flights","Thousand","4.1"
"Passengers","2021M12","All main airports","Norway","All directions","All flights","Thousand","3"
"Passengers","2021M12","All main airports","Russia","All directions","All flights","Thousand","0.9"
"Passengers","2021M12","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2021M12","All main airports","Switzerland","All directions","All flights","Thousand","15.6"
"Passengers","2021M12","All main airports","Turkey","All directions","All flights","Thousand","13.8"
"Passengers","2021M12","All main airports","Other Europe (25)","All directions","All flights","Thousand","9.5"
"Passengers","2021M12","All main airports","America (4)","All directions","All flights","Thousand","112.3"
"Passengers","2021M12","All main airports","Canada","All directions","All flights","Thousand","14.2"
"Passengers","2021M12","All main airports","United States","All directions","All flights","Thousand","97.9"
"Passengers","2021M12","All main airports","Other America (5)","All directions","All flights","Thousand","0.3"
"Passengers","2021M12","All main airports","Africa (9)","All directions","All flights","Thousand","0.2"
"Passengers","2021M12","All main airports","Egypt","All directions","All flights","Thousand","0"
"Passengers","2021M12","All main airports","Morocco","All directions","All flights","Thousand","0.2"
"Passengers","2021M12","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2021M12","All main airports","Other Africa (6)","All directions","All flights","Thousand","0.1"
"Passengers","2021M12","All main airports","Asia (8)","All directions","All flights","Thousand","33"
"Passengers","2021M12","All main airports","Bahrain","All directions","All flights","Thousand","0"
